Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
how many cars can we park at airport	Over 900 car parking slots are currently available at the P4 parking area.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	19
airport parking capacity	Over 900 car parking slots are currently available at the P4 parking area.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	19
Is the parking facility manual or automated?	The automated parking facility for passengers with self-driven cars is entirely contactless from entry to exit. Once the car arrives at the parking gate, the ticket machine dispenses a ticket, capturing the time, date. At the exit, the passenger needs to scan the ticket against a machine, and payment can be made using a digital platform. In case of card payment, the card will be sanitised before returning it to the customer.   ****	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	20
type of parking at airport	The automated parking facility for passengers with self-driven cars is entirely contactless from entry to exit. Once the car arrives at the parking gate, the ticket machine dispenses a ticket, capturing the time, date. At the exit, the passenger needs to scan the ticket against a machine, and payment can be made using a digital platform. In case of card payment, the card will be sanitised before returning it to the customer.   ****	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	20
Which taxi services are operating from/ to BLR Airport, and how can I pre-book the facility?	Passengers can pre-book taxis by calling the call centre of the concerned cab operator or through their websites\n\n*   Airport Taxis\n    *   Meru Cabs – 080-4422-4422 | [https://www.meru.in/](https://www.meru.in/)\n    *   Mega Cabs – 080 47474747 | [http://www.megacabs.com/](http://www.megacabs.com/)\n    *   KSTDC 080- 4466 4466 | [https://www.kstdc.co/](https://www.kstdc.co/)  \n*   App-based Taxis (Ola/ Uber) can be booked through their respective apps.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	21
Are toll charges included in my taxi fare?	Passengers will get printed bill with a line item of Rs. 95/- as toll charges in all Airport Taxis. For app-based taxi services, passengers are requested to verify directly with the service.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	22
Are AC buses (Vayu Vajra) operational? What are the timings & routes?	At present, BMTC is operating select routes. Please login to [www.mybmtc.com](http://www.mybmtc.com/) for details on the updated schedule.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	23
Are the long distance KSRTC buses operational currently?	Currently KSRTC Flybus is operational only between BLR Airport and Mysuru. Please login to [www.ksrtc.in](http://www.ksrtc.in/)  for details on the updated schedule.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	24
Are two-wheelers & cycles allowed at the Airport premises?	Two-wheelers are permitted within the Airport campus with designated parking areas on offer. BLR Airport campus is open to cyclists every Sunday between 0600 and 0930 hours. Historically, the movement of cyclists at BLR Airport campus was restricted due to safety concerns. Having improved its road infrastructure, BLR Airport is now welcoming cyclists.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	25
do airport allow two wheelers	Two-wheelers are permitted within the Airport campus with designated parking areas on offer. BLR Airport campus is open to cyclists every Sunday between 0600 and 0930 hours. Historically, the movement of cyclists at BLR Airport campus was restricted due to safety concerns. Having improved its road infrastructure, BLR Airport is now welcoming cyclists.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	25
are cycles allowed at airport	Two-wheelers are permitted within the Airport campus with designated parking areas on offer. BLR Airport campus is open to cyclists every Sunday between 0600 and 0930 hours. Historically, the movement of cyclists at BLR Airport campus was restricted due to safety concerns. Having improved its road infrastructure, BLR Airport is now welcoming cyclists.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	25
Is it possible to park my car at the Airport if I go on a short trip?	Day and long-term parking facilities are available for passengers with self-driven vehicles. For details on parking charges, visit [https://www.bengaluruairport.com/travellers/transport-parking.html#parking](https://www.bengaluruairport.com/travellers/transport-parking.html#parking)	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	26
can I park my car to go on a short trip	Day and long-term parking facilities are available for passengers with self-driven vehicles. For details on parking charges, visit [https://www.bengaluruairport.com/travellers/transport-parking.html#parking](https://www.bengaluruairport.com/travellers/transport-parking.html#parking)	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	26
Is there a cab service for women only passengers? What’s the fare?	Pink Taxi by KSTDC and BLRAirport is an initiative for women passengers to travel to and from the Airport. Available 24X7, the taxis are equipped with safety features such as GPRS tracking and an SOS switch for your safety.\n\nFare:\n\n*   0600 hours to 2359 hours - ₹ 21.50 per km\n*   0001hours to 0559 hours - ₹ 23.50 per km	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	27
cab services for only women	Pink Taxi by KSTDC and BLRAirport is an initiative for women passengers to travel to and from the Airport. Available 24X7, the taxis are equipped with safety features such as GPRS tracking and an SOS switch for your safety.\n\nFare:\n\n*   0600 hours to 2359 hours - ₹ 21.50 per km\n*   0001hours to 0559 hours - ₹ 23.50 per km	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	27
are women specific cabs available at airport	Pink Taxi by KSTDC and BLRAirport is an initiative for women passengers to travel to and from the Airport. Available 24X7, the taxis are equipped with safety features such as GPRS tracking and an SOS switch for your safety.\n\nFare:\n\n*   0600 hours to 2359 hours - ₹ 21.50 per km\n*   0001hours to 0559 hours - ₹ 23.50 per km	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	27
Where are the Uber & Ola taxi services located at the Airport?	Signage for app-based taxis will guide passengers and visitors to the taxi boarding area, which is a short walk from the Terminal. The Uber boarding point is opposite Arrivals, while the Ola boarding point is next to the BMTC bus station.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	28
Uber at airport	Signage for app-based taxis will guide passengers and visitors to the taxi boarding area, which is a short walk from the Terminal. The Uber boarding point is opposite Arrivals, while the Ola boarding point is next to the BMTC bus station.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	28
ola at airport	Signage for app-based taxis will guide passengers and visitors to the taxi boarding area, which is a short walk from the Terminal. The Uber boarding point is opposite Arrivals, while the Ola boarding point is next to the BMTC bus station.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	28
uber availability at airport	Signage for app-based taxis will guide passengers and visitors to the taxi boarding area, which is a short walk from the Terminal. The Uber boarding point is opposite Arrivals, while the Ola boarding point is next to the BMTC bus station.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	28
ola and uber availability at airport	Signage for app-based taxis will guide passengers and visitors to the taxi boarding area, which is a short walk from the Terminal. The Uber boarding point is opposite Arrivals, while the Ola boarding point is next to the BMTC bus station.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	28
How are hygiene and safety measures maintained in taxis?	We ensure that the taxis are sanitised, and the drivers are screened before every trip to eliminate all chances of infection. Drivers have been instructed to maintain a safe distance. They are encouraged to use hand sanitiser and face masks to make the car a safe space. Able-bodied passengers are advised to load their luggage into the car without driver assistance. For elderly citizens and passengers with reduced mobility, drivers will assist with luggage while following hygiene measures. Masks are mandatory for both drivers as well as passengers. Passengers without masks would not be allowed to board the taxi. Drivers are screened before arriving at the Airport pick-up zone to ensure passenger safety; they are de-rostered if a fever is detected.\n           [Are taxis, private vehicles and public transport services to and from Airport allowed during night curfew  ](javascript:void(0);)         \n\nMovement of taxis, private vehicles and public transport services are allowed to and from Airport. The movement will be allowed only on displaying valid travel documents and strictly adhering to COVID appropriate behaviour.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	29
are taxis hygienic	We ensure that the taxis are sanitised, and the drivers are screened before every trip to eliminate all chances of infection. Drivers have been instructed to maintain a safe distance. They are encouraged to use hand sanitiser and face masks to make the car a safe space. Able-bodied passengers are advised to load their luggage into the car without driver assistance. For elderly citizens and passengers with reduced mobility, drivers will assist with luggage while following hygiene measures. Masks are mandatory for both drivers as well as passengers. Passengers without masks would not be allowed to board the taxi. Drivers are screened before arriving at the Airport pick-up zone to ensure passenger safety; they are de-rostered if a fever is detected.\n           [Are taxis, private vehicles and public transport services to and from Airport allowed during night curfew  ](javascript:void(0);)         \n\nMovement of taxis, private vehicles and public transport services are allowed to and from Airport. The movement will be allowed only on displaying valid travel documents and strictly adhering to COVID appropriate behaviour.	https://www.bengaluruairport.com/travellers/passenger-services/faqs-at-blr.html#General		[]	False	[]	29
